ID	Index	Contig	GC	Length	Coverage	Superkingdom	Kingdom	Phylum	Class	Order	Family	Species	N. genes	Cox1	Genes list
NCBN002890_G01_RMNH_INS_21713	4	NCBN002890_G01_RMNH_INS_21713_contig4	0.2626	358	32.8017	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pycnarmon cribrata	1	0	cox2
NCBN002890_G01_RMNH_INS_21713	5	NCBN002890_G01_RMNH_INS_21713_contig5	0.222	509	42.4695	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Botyodes diniasalis	1	0	nad4
NCBN002890_G01_RMNH_INS_21713	6	NCBN002890_G01_RMNH_INS_21713_contig6	0.2892	408	20.049	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Dichorragia nesimachus	1	1	cox1
NCBN002890_G01_RMNH_INS_21713	7	NCBN002890_G01_RMNH_INS_21713_contig7	0.1759	756	53.3519	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Conogethes punctiferalis	2	0	cob,nad6
NCBN002890_G01_RMNH_INS_21713	8	NCBN002890_G01_RMNH_INS_21713_contig8	0.2551	294	26.9184	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	Batocnema coquerelii	1	0	cox3
NCBN002890_G01_RMNH_INS_21713	9	NCBN002890_G01_RMNH_INS_21713_contig9	0.1854	437	43.6156	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Hamadryas epinome	1	0	nad2
NCBN002890_G01_RMNH_INS_21713	10	NCBN002890_G01_RMNH_INS_21713_contig10	0.2414	464	28.3987	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Phocoderma betis	2	0	atp6,cox3
NCBN002890_G01_RMNH_INS_21713	11	NCBN002890_G01_RMNH_INS_21713_contig11	0.1331	526	64.403	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius hannyngtoni	2	0	nad4l,nad6
NCBN002890_G02_RMNH_INS_22295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_G03_RMNH_INS_1719816	0	NCBN002890_G03_RMNH_INS_1719816_contig0	0.2021	856	137.8283	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Prophantis adusta	2	0	cox3,nad3
NCBN002890_G03_RMNH_INS_1719816	1	NCBN002890_G03_RMNH_INS_1719816_contig1	0.1947	4212	159.3321	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia sylvina	6	0	cob,nad4,nad4l,nad5_0,nad5_1,nad6
NCBN002890_G03_RMNH_INS_1719816	2	NCBN002890_G03_RMNH_INS_1719816_contig2	0.2426	3743	112.9118	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Pycnarmon lactiferalis	6	0	atp6,atp8,cox1_0,cox1_1,cox2,cox3
NCBN002890_G03_RMNH_INS_1719816	3	NCBN002890_G03_RMNH_INS_1719816_contig3	0.1654	5412	160.264	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Parnassius szechenyii	8	1	cob,cox1,nad1,nad2,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_G04_RMNH_INS_1719826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_G05_RMNH_INS_31810	0	NCBN002890_G05_RMNH_INS_31810_contig0	0.187	15277	616.0249	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parnassius andreji	17	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_G06_RMNH_INS_25613	0	NCBN002890_G06_RMNH_INS_25613_circular	0.1921	15376	553.6022	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lyssa zampa	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL-a,rrnL-b,rrnS_0,rrnS_1,rrnS_2
NCBN001861_G07_RMNH_INS_25492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_G07_RMNH_INS_25679	0	NCBN002890_G07_RMNH_INS_25679_circular	0.1947	15141	300.5584	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parnassius andreji	17	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN001861_G08_RMNH_INS_25481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_G09_RMNH_INS_25533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_G10_RMNH_INS_25528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002884_G11_RMNH_INS_17058	0	NCBN002884_G11_RMNH_INS_17058_contig0	0.2006	14594	484.0114	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Ambulyx schauffelbergeri	15	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL-a,rrnL-b
NCBN001064_G12_RMNH_INS_25112	0	NCBN001064_G12_RMNH_INS_25112_contig0	0.1747	3445	41.5707	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Tyspanodes hypsalis	5	0	nad4,nad4l,nad5_0,nad5_1,nad6
NCBN001064_G12_RMNH_INS_25112	1	NCBN001064_G12_RMNH_INS_25112_contig1	0.2187	5707	39.4275	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Ahamus yushuensis	6	1	atp6,atp8,cox1,cox2,cox3,nad2
NCBN001064_G12_RMNH_INS_25112	2	NCBN001064_G12_RMNH_INS_25112_contig2	0.1506	1142	32.7119	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Phyllosphingia dissimilis	3	0	nad3_0,nad3_1,nad5
NCBN001064_G12_RMNH_INS_25112	3	NCBN001064_G12_RMNH_INS_25112_contig3	0.196	3321	42.5688	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Phthorimaea operculella	4	0	cob,nad1,nad6,rrnL
NCBN002890_H01_RMNH_INS_1719805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_H02_RMNH_INS_1719810	0	NCBN002890_H02_RMNH_INS_1719810_contig0	0.1381	804	57.7189	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Choristoneura murinana	2	0	nad4l,nad6
NCBN002890_H02_RMNH_INS_1719810	1	NCBN002890_H02_RMNH_INS_1719810_contig1	0.153	366	44.7158	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pycnarmon lactiferalis	1	0	nad2
NCBN002890_H02_RMNH_INS_1719810	2	NCBN002890_H02_RMNH_INS_1719810_contig2	0.257	611	32.743	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Cnaphalocrocis medinalis	1	1	cox1
NCBN002890_H02_RMNH_INS_1719810	3	NCBN002890_H02_RMNH_INS_1719810_contig3	0.2075	988	121.1164	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Deilephila elpenor	3	0	atp6,atp8,cox2
NCBN002890_H02_RMNH_INS_1719810	4	NCBN002890_H02_RMNH_INS_1719810_contig4	0.2121	495	39.1576	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Cucullia pustulata	1	0	cox2
NCBN002890_H02_RMNH_INS_1719810	5	NCBN002890_H02_RMNH_INS_1719810_contig5	0.2227	1311	38.8131	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Earias clorana	2	0	cox3,nad3
NCBN002890_H02_RMNH_INS_1719810	6	NCBN002890_H02_RMNH_INS_1719810_contig6	0.201	1015	43.6463	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Actebia praecox	3	0	nad1_0,nad1_1,rrnS
NCBN002890_H02_RMNH_INS_1719810	7	NCBN002890_H02_RMNH_INS_1719810_contig7	0.1359	942	55.2357	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio dardanus	1	0	nad5
NCBN002890_H02_RMNH_INS_1719810	8	NCBN002890_H02_RMNH_INS_1719810_contig8	0.2404	570	35.307	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Bassarona dunya	1	0	cob
NCBN002890_H02_RMNH_INS_1719810	9	NCBN002890_H02_RMNH_INS_1719810_contig9	0.1688	770	118.2623	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Endoclita signifer	2	0	nad4_0,nad4_1
NCBN002890_H03_RMNH_INS_22553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_H04_RMNH_INS_23062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_H05_RMNH_INS_31811	0	NCBN002890_H05_RMNH_INS_31811_circular	0.1879	15153	417.9539	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parnassius andreji	17	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_H06_RMNH_INS_25614	0	NCBN002890_H06_RMNH_INS_25614_contig0	0.2339	684	105.1579	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Parapoynx crisonalis	1	0	nad4
NCBN002890_H06_RMNH_INS_25614	1	NCBN002890_H06_RMNH_INS_25614_contig1	0.252	1222	104.8355	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Leucoptera malifoliella	2	1	cox1,cox2
NCBN002890_H06_RMNH_INS_25614	2	NCBN002890_H06_RMNH_INS_25614_contig2	0.2161	1143	118.6457	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius tenedius	3	0	atp6,atp8,cox2
NCBN002890_H06_RMNH_INS_25614	3	NCBN002890_H06_RMNH_INS_25614_contig3	0.2116	2065	139.6015	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Dolbina paraexacta	3	0	cob,nad4l,nad6
NCBN002890_H06_RMNH_INS_25614	4	NCBN002890_H06_RMNH_INS_25614_contig4	0.2129	1273	132.5295	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Hydatocapnia marginata	2	0	cob,nad1
NCBN002890_H06_RMNH_INS_25614	5	NCBN002890_H06_RMNH_INS_25614_contig5	0.2085	3539	146.5448	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pectinophora gossypiella	4	0	cox3,nad3,nad4,nad5
NCBN002890_H06_RMNH_INS_25614	6	NCBN002890_H06_RMNH_INS_25614_contig6	0.1924	1320	147.978	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Ostrinia zealis	2	1	cox1,nad2
NCBN001861_H07_RMNH_INS_25508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_H07_RMNH_INS_25680	0	NCBN002890_H07_RMNH_INS_25680_circular	0.192	15137	120.9334	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pectinophora gossypiella	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL_0,rrnL_1,rrnS_0,rrnS_1,rrnS_2
NCBN001861_H08_RMNH_INS_25463	0	NCBN001861_H08_RMNH_INS_25463_contig0	0.2035	1381	25.0022	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Glyphodes pyloalis	2	0	nad4,nad4l
NCBN001861_H08_RMNH_INS_25463	1	NCBN001861_H08_RMNH_INS_25463_contig1	0.2699	1630	30.0534	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Chilo suppressalis	3	0	cox1_0,cox1_1,cox2
NCBN001861_H08_RMNH_INS_25463	2	NCBN001861_H08_RMNH_INS_25463_contig2	0.2246	1122	33.918	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	Lelecella limenitoides	1	0	nad5
NCBN001861_H08_RMNH_INS_25463	3	NCBN001861_H08_RMNH_INS_25463_contig3	0.2158	2942	30.1547	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Heortia vitessoides	6	0	atp6,atp8,cox2,cox3,nad3,nad5
NCBN001861_H08_RMNH_INS_25463	4	NCBN001861_H08_RMNH_INS_25463_contig4	0.2336	1956	33.0752	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Phthorimaea operculella	3	0	cob,nad1,rrnL
NCBN001861_H08_RMNH_INS_25463	5	NCBN001861_H08_RMNH_INS_25463_contig5	0.1496	3135	20.8705	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Pyralidae	Hemichloridia euprepia	6	1	cox1,nad2,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN001861_H09_RMNH_INS_25538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_H10_RMNH_INS_25476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002884_H11_RMNH_INS_30295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
